Date/Time,ZONE SURFACE NORTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE NORTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE EAST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE WEST:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SURFACE ROOF:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SURFACE ROOF:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 1:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Area [m2](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Sunlit Fraction [](Hourly),ZONE SUBSURFACE 2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Rate [W](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Beam Solar Radiation Energy [J](Hourly),ZONE SUBSURFACE 2:Surface Window Transmitted Diffuse Solar Radiation Energy [J](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air System Sensible Heating Energy [J](Hourly),ZONE ONE:Zone Air System Sensible Cooling Energy [J](Hourly) 
 09/17  12:00:00,0.0,0.0,129.64407761124642,12.150000000000002,0.75,212.10065794754598,9.600000000000001,1.0,754.070016180551,4.050000000000001,0.25,136.00517073569696,48.0,1.0,867.5027185544542,6.0,1.0,754.070016180551,3027.687331126346,2398.146390014174,629.5409411121722,10899674.392054847,8633327.004051026,2266347.38800382,6.0,1.0,754.070016180551,3027.687331126346,2398.146390014174,629.5409411121722,10899674.392054847,8633327.004051026,2266347.38800382,26.99999999957974,32.62613213100709,0.0,18868567.6706971 
 09/17  13:00:00,0.0,0.0,127.05153249566075,0.0,0.0,127.05153249566075,9.600000000000001,1.0,734.9955511754108,16.200000000000003,1.0,318.0000770184455,48.0,1.0,846.0919593878189,6.0,1.0,734.9955511754108,2936.815736884369,2321.9679537811317,614.8477831032376,10572536.652783727,8359084.633612072,2213452.019171655,6.0,1.0,734.9955511754108,2936.815736884369,2321.9679537811317,614.8477831032376,10572536.652783727,8359084.633612072,2213452.019171655,26.999999999993836,32.95561432674602,0.0,20567910.320449047 
 09/17  14:00:00,0.0,0.0,118.55692881407862,0.0,0.0,118.55692881407862,9.600000000000001,1.0,657.0997545738487,16.200000000000003,1.0,549.8483177821174,48.0,1.0,759.8877731402818,6.0,1.0,657.0997545738487,2544.925369985297,1977.2195342962045,567.7058356890929,9161731.331947068,7117990.3234663345,2043741.0084807342,6.0,1.0,657.0997545738487,2544.925369985297,1977.2195342962045,567.7058356890929,9161731.331947068,7117990.3234663345,2043741.0084807342,26.999999999999904,32.80423688619291,0.0,20049576.19589666 
 09/17  15:00:00,0.0,0.0,103.30150499982659,0.0,0.0,103.30150499982659,9.600000000000001,1.0,527.0096937925819,16.200000000000003,1.0,715.8747278091558,48.0,1.0,616.2879210328905,6.0,1.0,527.0096937925819,1890.8633315106413,1403.5598937946338,487.3034377160076,6807107.993438309,5052815.617660682,1754292.3757776273,6.0,1.0,527.0096937925819,1890.8633315106413,1403.5598937946338,487.3034377160076,6807107.993438309,5052815.617660682,1754292.3757776273,26.999999999999996,32.18639224047007,0.0,17427663.20752062 
 09/17  16:00:00,0.0,0.0,79.47045474192916,0.0,0.0,79.47045474192916,9.600000000000001,1.0,355.15318088086724,16.200000000000003,1.0,774.2708340181804,48.0,1.0,425.9901833933027,6.0,1.0,355.15318088086724,1081.9545976194577,714.4279091431241,367.5266884763336,3895036.551430048,2571940.4729152466,1323096.078514801,6.0,1.0,355.15318088086724,1081.9545976194577,714.4279091431241,367.5266884763336,3895036.551430048,2571940.4729152466,1323096.078514801,26.999999999999996,31.15079627659157,0.0,13160730.414311487 
 09/17  17:00:00,0.0,0.0,41.51401922846763,0.0,0.0,41.51401922846763,9.600000000000001,1.0,152.90345479597173,16.200000000000003,1.0,600.9198503945072,48.0,1.0,195.35039495662357,6.0,1.0,152.90345479597173,355.8038445415755,164.02960504385646,191.77423949771892,1280893.8403496717,590506.5781578833,690387.2621917882,6.0,1.0,152.90345479597173,355.8038445415755,164.02960504385646,191.77423949771892,1280893.8403496717,590506.5781578833,690387.2621917882,27.0,29.84554667620897,0.0,8224545.7607997125 
 09/17  18:00:00,10.8,0.5,2.5180579724099665,0.0,0.0,2.5180579724099665,4.800000000000001,0.5,6.219516635981456,16.200000000000003,1.0,50.992889094562855,48.0,1.0,9.08923034603689,3.0,0.5,6.219516635981456,13.375119790004375,1.453585162873314,11.921534627131061,48150.43124401575,5232.906586343931,42917.52465767182,3.0,0.5,6.219516635981456,13.375119790004375,1.453585162873314,11.921534627131061,48150.43124401575,5232.906586343931,42917.52465767182,27.0,28.52111949695116,0.0,3839990.2213873477 
 09/17  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.593437427326457,0.0,1236546.9495842473 
 09/17  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.836021713615708,26.84746357739392,0.0,59039.26404603661 
 09/17  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.637637025278934,25.607999836998587,0.0,0.0 
 09/17  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.31518108838171,24.290234736821247,0.0,0.0 
 09/17  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.04723109222843,23.029506289315172,0.0,0.0 
 09/17  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83656501334978,21.81165855338638,0.0,0.0 
 09/18  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.636999154898138,20.621469843189583,0.0,0.0 
 09/18  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000142592446956,19.778543326610787,477140.0044707225,0.0 
 09/18  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000003663,19.44086480633721,1130491.906307105,0.0 
 09/18  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.23112196262854,1592611.617354659,0.0 
 09/18  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.111220149060344,1872253.8931037632,0.0 
 09/18  06:00:00,5.4,0.25,7.1422414990576,4.050000000000001,0.25,110.46093843881899,0.0,0.0,5.8667349171211605,0.0,0.0,5.8667349171211605,12.0,0.25,12.719097620180172,0.0,0.0,5.8667349171211605,22.657337427548764,0.0,22.657337427548764,81566.41473917555,0.0,81566.41473917555,0.0,0.0,5.8667349171211605,22.657337427548764,0.0,22.657337427548764,81566.41473917555,0.0,81566.41473917555,20.0,19.082994575488733,1940689.9052035538,0.0 
 09/18  07:00:00,0.0,0.0,45.718194740683565,16.200000000000003,1.0,762.8322016493844,9.600000000000001,1.0,116.32915627180736,0.0,0.0,45.718194740683565,48.0,1.0,164.682336089371,6.0,1.0,116.32915627180736,264.33204278017183,52.410676763197955,211.92136601697382,951595.3540086185,188678.43634751264,762916.9176611057,6.0,1.0,116.32915627180736,264.33204278017183,52.410676763197955,211.92136601697382,951595.3540086185,188678.43634751264,762916.9176611057,20.0,19.516110206389286,1043976.6438733304,0.0 
 09/18  08:00:00,0.0,0.0,76.00488370803853,16.200000000000003,1.0,882.3249626941947,9.600000000000001,1.0,301.8533047123125,0.0,0.0,76.00488370803853,48.0,1.0,363.7408927265716,6.0,1.0,301.8533047123125,815.6330770639615,440.6728401220555,374.96023694190603,2936279.0774302618,1586422.2244393995,1349856.852990862,6.0,1.0,301.8533047123125,815.6330770639615,440.6728401220555,374.96023694190603,2936279.0774302618,1586422.2244393995,1349856.852990862,20.723184042748244,21.136705070470338,0.0,0.0 
 09/18  09:00:00,0.0,0.0,100.57201748028353,16.200000000000003,1.0,827.7208255856935,9.600000000000001,1.0,475.8229967573616,0.0,0.0,100.57201748028353,48.0,1.0,553.1205263328729,6.0,1.0,475.8229967573616,1595.1906085150065,1110.3949462411042,484.7956622739023,5742686.190654024,3997421.806467975,1745264.384186048,6.0,1.0,475.8229967573616,1595.1906085150065,1110.3949462411042,484.7956622739023,5742686.190654024,3997421.806467975,1745264.384186048,24.65405061689375,25.419073699396442,0.0,52110.13981229981 
 09/18  10:00:00,0.0,0.0,116.80577712930801,16.200000000000003,1.0,676.5620207636687,9.600000000000001,1.0,616.99929546452,0.0,0.0,116.80577712930801,48.0,1.0,707.5805992745026,6.0,1.0,616.99929546452,2318.0112845219273,1757.3463856460266,560.6648988759005,8344840.624278937,6326446.9883256955,2018393.635953242,6.0,1.0,616.99929546452,2318.0112845219273,1757.3463856460266,560.6648988759005,8344840.624278937,6326446.9883256955,2018393.635953242,26.999058103525538,29.429373756524647,0.0,5244627.599845806 
 09/18  11:00:00,0.0,0.0,125.58975854454211,16.200000000000003,1.0,459.00467781266275,9.600000000000001,1.0,711.6506457810672,0.0,0.0,125.58975854454211,48.0,1.0,810.868936577055,6.0,1.0,711.6506457810672,2814.248460493771,2204.879008898429,609.3694515953422,10131294.457777577,7937564.432034345,2193730.025743232,6.0,1.0,711.6506457810672,2814.248460493771,2204.879008898429,609.3694515953422,10131294.457777577,7937564.432034345,2193730.025743232,26.999999808465777,31.282603723678868,0.0,12493434.534847066 
 09/18  12:00:00,0.0,0.0,128.39722732703308,12.150000000000002,0.75,208.6837470166102,9.600000000000001,1.0,750.5408074768574,4.050000000000001,0.25,135.0717672491002,48.0,1.0,853.2172714863427,6.0,1.0,750.5408074768574,3021.538399522349,2395.4557556169766,626.0826439053725,10877538.238280457,8623640.720221117,2253897.518059341,6.0,1.0,750.5408074768574,3021.538399522349,2395.4557556169766,626.0826439053725,10877538.238280457,8623640.720221117,2253897.518059341,26.999999998699145,32.216307699307954,0.0,16764467.109512445 
 09/18  13:00:00,0.0,0.0,125.63755724521309,0.0,0.0,125.63755724521309,9.600000000000001,1.0,729.8768457767333,16.200000000000003,1.0,315.34822972178426,48.0,1.0,830.1002361522469,6.0,1.0,729.8768457767333,2924.101686592261,2313.4128941997715,610.68879239249,10526766.071732141,8328286.419119177,2198479.6526129637,6.0,1.0,729.8768457767333,2924.101686592261,2313.4128941997715,610.68879239249,10526766.071732141,8328286.419119177,2198479.6526129637,26.999999999985516,32.52037402966812,0.0,18352462.77746315 
 09/18  14:00:00,0.0,0.0,117.13245154789252,0.0,0.0,117.13245154789252,9.600000000000001,1.0,651.8937075842607,16.200000000000003,1.0,542.9547773948699,48.0,1.0,744.0523090177151,6.0,1.0,651.8937075842607,2533.0669751320092,1969.5823037130083,563.4846714190007,9119041.110475233,7090496.293366831,2028544.817108403,6.0,1.0,651.8937075842607,2533.0669751320092,1969.5823037130083,563.4846714190007,9119041.110475233,7090496.293366831,2028544.817108403,26.99999999999982,32.37457477035079,0.0,17862273.43212916 
 09/18  15:00:00,0.0,0.0,101.78642961192733,0.0,0.0,101.78642961192733,9.600000000000001,1.0,521.0371220021071,16.200000000000003,1.0,702.7473101305537,48.0,1.0,599.9711640280592,6.0,1.0,521.0371220021071,1878.6870107408783,1395.9600020432276,482.72700869765066,6763273.238667162,5025456.007355619,1737817.2313115424,6.0,1.0,521.0371220021071,1878.6870107408783,1395.9600020432276,482.72700869765066,6763273.238667162,5025456.007355619,1737817.2313115424,26.999999999999993,31.783701878980267,0.0,15429339.507803662 
 09/18  16:00:00,0.0,0.0,77.78624767279935,0.0,0.0,77.78624767279935,9.600000000000001,1.0,349.36218287223335,16.200000000000003,1.0,753.7288847055488,48.0,1.0,410.59595403334845,6.0,1.0,349.36218287223335,1072.880460431865,710.9645484553691,361.9159119764959,3862369.657554715,2559472.374439329,1302897.283115385,6.0,1.0,349.36218287223335,1072.880460431865,710.9645484553691,361.9159119764959,3862369.657554715,2559472.374439329,1302897.283115385,27.0,30.76688835352124,0.0,11377117.906745618 
 09/18  17:00:00,0.0,0.0,39.677984781340996,0.0,0.0,39.677984781340996,9.600000000000001,1.0,149.9858332381902,16.200000000000003,1.0,581.5569501945595,48.0,1.0,185.71841937071707,6.0,1.0,149.9858332381902,350.91079617800483,166.33364441637787,184.57715176162696,1263278.8662408174,598801.1198989601,664477.746341857,6.0,1.0,149.9858332381902,350.91079617800483,166.33364441637787,184.57715176162696,1263278.8662408174,598801.1198989601,664477.746341857,27.0,29.46899565377123,0.0,6662457.972963743 
 09/18  18:00:00,10.8,0.5,2.3837710712308677,0.0,0.0,2.3837710712308677,4.800000000000001,0.5,6.173613631990238,16.200000000000003,1.0,49.39628424233706,48.0,1.0,8.526344659833939,3.0,0.5,6.173613631990238,13.077869800554975,1.5960645414409482,11.481805259114026,47080.33128199791,5745.8323491874135,41334.49893281049,3.0,0.5,6.173613631990238,13.077869800554975,1.5960645414409482,11.481805259114026,47080.33128199791,5745.8323491874135,41334.49893281049,27.0,28.137263399567157,0.0,2520518.4012682615 
 09/18  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.920080762526826,27.160452553796606,0.0,267733.1105345138 
 09/18  20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.845547042617447,25.89526106951775,0.0,0.0 
 09/18  21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.359876311865598,24.416145085311015,0.0,0.0 
 09/18  22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.91560950394718,22.960073246815735,0.0,0.0 
 09/18  23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.528784021833907,21.555965793970636,0.0,0.0 
 09/18  24:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.300539799412554,20.265285749447393,91528.26702417195,0.0 
 09/19  01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000198035416,19.55895650834409,963069.5581958417,0.0 
 09/19  02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.000000000000043,19.21864251885428,1722351.1999883351,0.0 
 09/19  03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.00843604473739,2243080.791177181,0.0 
 09/19  04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.870283590159637,2608856.345360576,0.0 
 09/19  05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.77056450651638,2907228.595456551,0.0 
 09/19  06:00:00,5.4,0.25,6.486356016077101,4.050000000000001,0.25,94.66040709789651,0.0,0.0,5.954657583467814,0.0,0.0,5.954657583467814,12.0,0.25,13.334773074928345,0.0,0.0,5.954657583467814,22.996894872548076,0.0,22.996894872548076,82788.82154117308,0.0,82788.82154117308,0.0,0.0,5.954657583467814,22.996894872548076,0.0,22.996894872548076,82788.82154117308,0.0,82788.82154117308,20.0,18.718947760263703,3078135.856861371,0.0 
 09/19  07:00:00,0.0,0.0,48.58945256362029,16.200000000000003,1.0,625.4587402769192,9.600000000000001,1.0,110.80106810803647,0.0,0.0,48.58945256362029,48.0,1.0,151.15923618568888,6.0,1.0,110.80106810803647,277.4365397803325,48.03805396117564,229.39848581915686,998771.5432091969,172936.9942602323,825834.5489489646,6.0,1.0,110.80106810803647,277.4365397803325,48.03805396117564,229.39848581915686,998771.5432091969,172936.9942602323,825834.5489489646,20.0,19.131585289045994,2000870.1357375327,0.0 
 09/19  08:00:00,0.0,0.0,76.98653635926455,16.200000000000003,1.0,907.145991615876,9.600000000000001,1.0,316.12040634732693,0.0,0.0,76.98653635926455,48.0,1.0,372.3286039527703,6.0,1.0,316.12040634732693,863.7149353041727,479.0139462740415,384.70098903013115,3109373.767095022,1724450.2065865495,1384923.5605084724,6.0,1.0,316.12040634732693,863.7149353041727,479.0139462740415,384.70098903013115,3109373.767095022,1724450.2065865495,1384923.5605084724,20.582732180451785,20.78020495653453,131285.74724453792,0.0 
 09/19  09:00:00,0.0,0.0,102.96645648528698,16.200000000000003,1.0,858.209134852676,9.600000000000001,1.0,499.1424196182594,0.0,0.0,102.96645648528698,48.0,1.0,570.779613181765,6.0,1.0,499.1424196182594,1684.7224510079832,1187.6214904849064,497.10096052307665,6065000.823628739,4275437.365745664,1789563.4578830758,6.0,1.0,499.1424196182594,1684.7224510079832,1187.6214904849064,497.10096052307665,6065000.823628739,4275437.365745664,1789563.4578830758,24.70411351806854,25.57337389613866,0.0,252961.30626686642 
 09/19  10:00:00,0.0,0.0,119.72972835579826,16.200000000000003,1.0,697.8656714146559,9.600000000000001,1.0,643.4238026827492,0.0,0.0,119.72972835579826,48.0,1.0,728.0533631811453,6.0,1.0,643.4238026827492,2428.457173549405,1852.818603568405,575.6385699809998,8742445.824777858,6670146.972846258,2072298.8519315994,6.0,1.0,643.4238026827492,2428.457173549405,1852.818603568405,575.6385699809998,8742445.824777858,6670146.972846258,2072298.8519315994,26.999999867137564,29.93804299469396,0.0,7523839.700390305 
 09/19  11:00:00,0.0,0.0,128.30605701376206,16.200000000000003,1.0,471.0141018351819,9.600000000000001,1.0,739.1615997962224,0.0,0.0,128.30605701376206,48.0,1.0,832.1677014443195,6.0,1.0,739.1615997962224,2932.673743914258,2309.9424693906726,622.7312745235855,10557625.47809133,8315792.8898064215,2241832.588284908,6.0,1.0,739.1615997962224,2932.673743914258,2309.9424693906726,622.7312745235855,10557625.47809133,8315792.8898064215,2241832.588284908,26.999999999593513,31.980303768794894,0.0,15832149.2528967 
 09/19  12:00:00,0.0,0.0,131.09842435253927,12.150000000000002,0.75,212.65129252216377,9.600000000000001,1.0,778.0923847141266,4.050000000000001,0.25,138.38950717381957,48.0,1.0,874.4547931264952,6.0,1.0,778.0923847141266,3141.0702460640446,2501.7931428231677,639.2771032408768,11307852.88583056,9006455.314163404,2301397.5716671566,6.0,1.0,778.0923847141266,3141.0702460640446,2501.7931428231677,639.2771032408768,11307852.88583056,9006455.314163404,2301397.5716671566,26.99999999999514,33.01597576787974,0.0,20724487.819514718 
 09/19  13:00:00,0.0,0.0,128.2955431035458,0.0,0.0,128.2955431035458,9.600000000000001,1.0,756.794989549189,16.200000000000003,1.0,325.58103356957474,48.0,1.0,850.7823114456128,6.0,1.0,756.794989549189,3040.234263113862,2416.5863267932136,623.6479363206486,10944843.347209904,8699710.776455568,2245132.5707543343,6.0,1.0,756.794989549189,3040.234263113862,2416.5863267932136,623.6479363206486,10944843.347209904,8699710.776455568,2245132.5707543343,26.99999999999991,33.35767456216586,0.0,22536760.02727786 
 09/19  14:00:00,0.0,0.0,119.53011493050882,0.0,0.0,119.53011493050882,9.600000000000001,1.0,676.8253838837851,16.200000000000003,1.0,560.9711862074719,48.0,1.0,762.9194242182257,6.0,1.0,676.8253838837851,2638.3835663468544,2063.284245698952,575.0993206479028,9498180.838848677,7427823.2845162265,2070357.55433245,6.0,1.0,676.8253838837851,2638.3835663468544,2063.284245698952,575.0993206479028,9498180.838848677,7427823.2845162265,2070357.55433245,27.0,33.19571550062844,0.0,21946758.039374184 
 09/19  15:00:00,0.0,0.0,103.67755046906069,0.0,0.0,103.67755046906069,9.600000000000001,1.0,543.9797467721984,16.200000000000003,1.0,729.8868926497464,48.0,1.0,617.4357407409211,6.0,1.0,543.9797467721984,1969.4731094761303,1478.076461504096,491.39664797203443,7090103.1941140685,5321075.261414745,1769027.932699324,6.0,1.0,543.9797467721984,1969.4731094761303,1478.076461504096,491.39664797203443,7090103.1941140685,5321075.261414745,1769027.932699324,27.0,32.54949721857647,0.0,19142799.12280695 
 09/19  16:00:00,0.0,0.0,79.17875046900352,0.0,0.0,79.17875046900352,9.600000000000001,1.0,368.26192334238806,16.200000000000003,1.0,790.5950845283626,48.0,1.0,424.9419265615161,6.0,1.0,368.26192334238806,1135.6631554863764,767.292180200928,368.37097528544837,4088387.359750955,2762251.848723341,1326135.5110276141,6.0,1.0,368.26192334238806,1135.6631554863764,767.292180200928,368.37097528544837,4088387.359750955,2762251.848723341,1326135.5110276141,27.0,31.468562476450877,0.0,14590373.92683333 
 09/19  17:00:00,0.0,0.0,41.305880058173074,0.0,0.0,41.305880058173074,9.600000000000001,1.0,160.5868185289189,16.200000000000003,1.0,612.7973898406168,48.0,1.0,193.25894957788657,6.0,1.0,160.5868185289189,373.73987301824434,186.85257458032189,186.88729843792248,1345463.5428656796,672669.2684891588,672794.2743765209,6.0,1.0,160.5868185289189,373.73987301824434,186.85257458032189,186.88729843792248,1345463.5428656796,672669.2684891588,672794.2743765209,27.0,30.10197586868103,0.0,9277684.83019822 
 09/19  18:00:00,0.0,0.0,2.3637847487936967,0.0,0.0,2.3637847487936967,7.200000000000001,0.75,6.617203404938026,12.150000000000002,0.75,52.4781436899873,36.0,0.75,8.703295003902728,4.5,0.75,6.617203404938026,13.474333896505842,1.9386102393807025,11.53572365712514,48507.60202742103,6978.996861770529,41528.6051656505,4.5,0.75,6.617203404938026,13.474333896505842,1.9386102393807025,11.53572365712514,48507.60202742103,6978.996861770529,41528.6051656505,27.0,28.71680894888158,0.0,4520395.324160256 
 09/19  19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.785406625882704,0.0,1790585.5860655238 
